,Type of Travel,Inflight wifi service,Customer Type,Online boarding,Checkin service,Class,Inflight service,Baggage handling,Seat comfort,Cleanliness,On-board service,Leg room service,True_Y,Predicted_Y_Naive Bayes (GaussianNB)
17355,0,3,1,3,5,1,5,5,4,4,5,4,0,1
17356,0,0,1,0,5,0,5,5,1,1,4,3,1,0
17363,0,2,0,2,1,1,4,2,2,2,5,1,1,0
17365,0,4,1,4,4,0,1,4,5,2,1,3,1,0
17366,0,4,0,4,3,2,4,1,3,3,2,4,1,0
17370,0,3,0,3,3,0,3,4,3,3,3,3,0,1
17374,0,5,1,5,3,2,4,2,4,1,2,5,1,0
17378,0,4,1,5,4,1,5,5,4,4,5,5,0,1
17383,0,4,0,4,2,0,3,3,4,4,4,5,0,1
17384,0,3,0,4,2,0,5,1,4,4,2,1,1,0
17395,1,4,0,3,2,1,3,3,5,1,3,4,1,0
17404,0,4,0,4,2,0,4,4,4,4,4,4,0,1
17405,0,3,0,1,4,0,1,1,3,4,1,2,1,0
17414,0,4,1,4,2,1,4,4,5,5,3,5,0,1
17419,0,4,1,4,4,1,3,5,2,2,5,5,1,0
17426,0,3,1,3,4,0,5,4,1,1,4,4,1,0
17441,0,4,0,3,1,0,4,4,3,3,4,4,0,1
17449,1,5,0,5,3,1,4,3,5,5,4,1,1,0
17453,0,5,1,5,5,1,4,1,4,4,2,1,1,0
17456,0,2,0,4,3,0,2,2,4,5,2,2,1,0
17460,1,5,0,3,1,1,4,4,3,2,4,5,1,0
17469,1,5,0,5,4,2,4,3,4,4,3,4,1,0
17476,0,5,1,4,4,1,1,3,2,2,1,1,1,0
17478,1,4,0,4,3,1,3,3,4,5,3,4,1,0
17481,0,3,0,4,2,0,3,3,3,3,3,3,0,1
17484,0,4,0,2,1,1,4,4,1,5,4,4,1,0
17495,0,2,1,2,5,1,5,5,5,5,3,4,1,0
17500,0,2,0,2,3,1,5,4,1,1,4,3,1,0
17501,0,3,1,3,4,0,5,4,5,5,4,2,0,1
17502,1,5,0,5,1,1,1,2,5,5,3,4,1,0
17505,1,5,0,5,4,1,3,4,1,5,1,3,1,0
17522,0,1,1,1,5,0,5,5,5,5,5,4,0,1
17528,0,4,0,4,4,0,3,2,4,4,2,2,0,1
17529,1,0,0,0,2,1,2,4,3,3,3,2,1,0
17533,0,4,1,3,4,0,5,5,1,1,3,4,1,0
17536,1,0,0,0,2,0,4,4,3,3,1,2,1,0
17537,0,0,1,0,5,1,5,5,1,3,3,3,1,0
17544,1,4,0,4,4,1,4,3,3,3,3,5,1,0
17553,0,5,1,5,5,1,1,2,5,2,2,1,1,0
17573,1,4,0,4,1,2,3,4,4,4,4,5,1,0
17575,0,4,0,4,2,2,1,4,4,4,5,4,1,0
17577,0,0,1,0,3,1,3,3,1,1,4,3,1,0
17583,0,3,0,4,2,0,3,3,4,4,3,3,0,1
17591,0,0,1,0,5,0,5,5,2,2,5,5,1,0
17599,0,5,0,5,3,1,1,1,4,5,1,1,1,0
17618,0,2,0,1,3,0,5,5,2,1,5,5,1,0
17625,0,3,0,3,3,0,3,3,3,3,2,5,0,1
17628,0,2,0,2,5,1,5,1,2,2,4,2,1,0
17631,0,2,0,4,1,1,2,2,2,1,2,2,1,0
17637,0,2,1,2,5,0,4,4,5,5,4,4,0,1
17638,1,4,0,4,3,0,5,5,3,3,5,2,1,0
17650,0,4,1,4,5,1,5,4,3,3,4,4,0,1
17655,0,4,1,4,3,0,5,4,1,1,4,2,1,0
17657,0,4,1,4,4,0,4,5,1,1,3,2,1,0
17674,0,2,0,2,5,0,4,5,2,2,5,2,1,0
17700,0,4,0,4,1,1,2,1,4,4,1,4,1,0
17711,0,0,1,0,3,0,5,5,4,4,3,4,1,0
17722,0,5,1,5,5,1,1,1,2,2,1,5,1,0
17740,0,5,0,1,2,2,5,5,1,3,5,5,1,0
17754,0,4,0,4,1,1,4,3,2,4,4,4,0,1
17759,0,3,0,4,1,0,3,3,4,3,3,2,0,1
17770,1,4,0,4,5,1,5,4,3,3,4,2,1,0
17786,0,3,0,4,4,0,3,3,3,4,3,3,0,1
17788,0,4,1,4,4,1,5,3,3,3,1,5,1,0
17801,0,4,0,3,4,0,4,4,3,1,4,4,0,1
17803,0,4,0,4,1,2,5,3,4,4,3,1,1,0
17814,0,4,1,4,5,1,5,4,2,2,5,3,1,0
17819,0,4,0,4,2,1,3,3,3,3,4,4,0,1
17820,1,4,0,3,5,1,5,4,4,4,5,3,1,0
17824,0,4,0,3,2,1,3,3,4,3,3,4,0,1
17829,0,3,0,4,4,0,3,3,4,4,3,3,0,1
17830,1,4,0,4,5,1,1,1,4,1,1,4,1,0
17840,1,0,0,3,1,1,2,2,3,2,2,0,1,0
17843,1,4,0,4,5,1,4,5,5,4,3,4,1,0
17855,0,3,0,3,2,0,3,3,3,4,3,3,0,1
17867,1,4,0,0,3,1,5,4,4,2,5,2,1,0
17872,0,3,0,3,3,0,4,4,3,3,4,2,0,1
17879,0,5,0,5,1,2,3,1,5,5,3,1,1,0
17882,1,5,0,5,4,1,5,5,4,4,2,3,1,0
17886,0,4,0,2,4,0,4,4,2,1,4,4,0,1
17890,0,0,1,1,1,1,2,5,5,5,1,5,1,0
17897,0,3,1,3,3,0,4,5,4,4,5,3,0,1
17918,0,1,0,4,4,1,5,5,3,3,5,1,0,1
17919,0,3,0,3,3,0,3,3,4,4,3,3,0,1
17921,0,4,0,4,4,0,2,4,4,4,2,3,0,1
17929,0,5,0,5,1,2,1,1,5,5,3,2,1,0
17930,0,4,0,3,1,0,4,4,4,4,4,4,0,1
17933,0,4,0,4,4,0,4,3,4,4,2,2,0,1
17936,0,2,0,1,3,1,2,2,2,2,2,2,1,0
17946,0,1,0,4,4,0,1,1,4,4,1,5,1,0
17952,0,2,1,2,3,0,5,4,5,5,4,4,0,1
17959,1,4,0,4,4,1,5,5,5,5,5,4,1,0
17965,0,4,0,3,1,1,4,4,4,4,4,4,0,1
17972,0,5,1,5,3,1,1,4,2,2,3,1,1,0
17973,0,3,1,3,5,0,4,5,4,4,5,4,0,1
17984,1,4,0,3,5,1,4,4,5,5,4,4,1,0
17987,0,4,0,4,2,1,3,3,4,4,2,1,1,0
17988,0,3,0,3,4,1,4,4,3,3,3,5,0,1
17995,0,3,0,3,4,0,4,4,3,3,4,1,0,1
17996,0,3,0,4,3,0,3,3,3,4,3,3,0,1
18013,0,4,0,4,3,0,4,4,4,1,4,4,0,1
18031,1,5,0,5,3,1,4,4,4,4,4,2,1,0
18033,0,3,0,3,4,0,4,3,3,3,2,5,0,1
18058,1,4,0,4,5,1,5,5,3,3,3,2,1,0
18059,0,4,1,4,3,1,4,4,3,3,3,3,1,0
18082,0,5,1,5,1,2,2,3,2,2,5,1,1,0
18085,0,3,0,3,3,0,3,3,4,4,3,3,0,1
18090,0,4,0,4,1,0,4,4,4,4,3,5,0,1
18092,0,4,1,4,3,0,4,4,3,3,3,3,0,1
18098,0,3,0,1,3,0,4,4,1,4,4,4,1,0
18100,0,3,0,4,4,0,3,3,4,4,3,3,0,1
18131,1,4,0,4,3,1,3,3,3,2,3,4,1,0
18137,0,4,1,3,2,1,4,1,5,5,3,1,1,0
18143,1,5,0,5,5,1,1,1,5,5,1,3,1,0
18147,1,4,0,4,5,1,4,5,1,1,4,5,1,0
18157,0,4,0,3,4,0,4,4,3,4,4,4,0,1
18163,0,3,0,3,3,1,2,1,3,3,1,2,1,0
18167,0,4,0,3,3,0,4,4,4,2,4,4,0,1
18171,0,3,0,3,1,1,2,5,3,3,2,5,1,0
18172,0,3,0,3,3,1,4,4,3,3,4,5,0,1
18187,0,4,0,4,2,1,4,3,4,4,4,5,0,1
18192,0,4,0,2,1,0,4,4,4,4,4,3,0,1
18193,0,0,1,0,5,1,5,5,2,2,4,2,1,0
18194,0,4,1,4,3,0,5,5,1,1,3,3,1,0
18196,0,0,1,0,5,0,4,5,2,1,4,3,1,0
18200,0,4,0,4,1,1,1,2,4,4,2,1,1,0
18207,1,5,0,5,3,1,3,2,1,2,3,3,1,0
18211,0,4,1,4,3,0,5,3,5,5,3,1,0,1
18214,0,4,0,1,2,0,2,2,3,4,2,2,1,0
18226,0,3,0,3,2,0,3,2,3,3,2,1,1,0
18229,0,4,0,2,2,0,3,3,3,2,3,3,1,0
18236,0,4,0,1,2,0,3,3,3,3,3,3,1,0
18237,0,3,1,3,3,0,4,5,5,5,4,5,0,1
18238,0,2,0,5,4,0,1,1,5,5,1,2,1,0
18250,0,0,0,2,1,0,4,2,2,4,4,4,1,0
18253,0,3,0,4,3,0,3,3,3,4,3,3,0,1
18256,0,0,1,0,5,0,4,4,4,4,4,3,1,0
18258,1,4,0,4,5,1,5,4,1,1,5,5,1,0
18272,0,3,1,3,3,0,5,5,5,5,5,2,0,1
18276,0,4,0,4,2,0,2,2,1,3,2,3,1,0
18289,0,4,1,4,1,1,3,4,3,5,3,2,1,0
18311,0,4,0,2,3,0,4,4,2,3,4,4,0,1
18327,0,5,1,3,3,1,3,4,3,3,2,5,1,0
18331,0,3,0,3,3,1,4,4,3,3,3,4,0,1
18337,0,4,0,4,3,1,2,2,4,4,4,2,0,1
18348,0,4,0,4,4,1,4,4,4,4,3,3,0,1
18368,1,4,0,5,4,1,4,4,4,3,4,4,1,0
18369,1,0,0,0,4,1,5,5,3,1,3,2,1,0
18373,1,5,0,5,2,2,5,5,1,1,1,3,1,0
18379,1,0,0,0,5,1,4,4,3,3,5,2,1,0
18395,0,4,0,4,3,0,4,4,3,4,4,3,0,1
18402,0,0,1,0,5,0,3,2,4,4,4,3,1,0
18415,0,4,1,5,2,1,3,3,5,5,4,4,0,1
18424,1,0,0,0,2,1,3,4,2,2,3,1,1,0
18432,0,0,0,0,5,2,3,3,3,3,3,4,1,0
18435,0,4,0,4,5,1,1,4,4,4,1,2,1,0
18443,1,0,0,4,4,0,3,3,5,4,3,0,1,0
18449,0,2,1,2,4,0,5,4,4,4,4,5,0,1
18456,0,4,0,3,2,1,4,4,1,1,4,4,1,0
18468,1,0,0,0,1,1,3,3,4,4,4,3,1,0
18470,0,4,1,4,3,0,5,4,2,2,4,5,0,1
18474,0,4,0,1,5,1,3,3,5,1,3,4,1,0
18488,0,4,1,4,5,1,4,4,1,1,5,5,1,0
18491,0,4,0,3,4,0,4,4,3,3,4,3,0,1
18513,0,4,1,4,3,0,4,4,1,1,3,5,1,0
18514,0,3,0,4,4,0,3,3,3,1,3,3,0,1
18540,0,4,0,2,2,0,4,4,1,4,4,3,0,1
18552,0,3,0,3,2,0,4,4,3,3,2,3,0,1
18569,0,4,0,1,4,1,3,3,3,4,3,4,1,0
18578,0,2,1,2,5,1,5,2,2,2,4,3,1,0
18584,0,4,0,4,1,1,1,4,4,4,1,4,1,0
18599,0,5,1,2,1,0,4,4,1,5,4,5,1,0
18627,1,4,0,4,5,1,4,4,4,4,3,4,1,0
18633,0,5,1,5,5,1,5,5,1,1,5,2,1,0
18647,0,5,1,5,2,1,5,3,3,3,1,4,1,0
18649,0,4,0,4,2,1,3,3,5,5,3,1,0,1
18672,0,4,1,4,3,1,4,3,3,3,5,2,1,0
18676,1,5,0,5,5,1,5,5,3,3,4,2,1,0
18686,1,4,0,4,5,1,1,2,4,4,3,1,1,0
18688,0,4,0,4,4,0,4,3,4,4,4,1,0,1
18689,0,3,1,3,4,0,5,4,2,5,4,4,0,1
18697,0,0,1,0,1,1,4,3,4,4,3,2,1,0
18702,0,3,0,3,3,1,4,3,3,3,4,4,0,1
18707,0,1,0,4,3,0,3,1,4,3,3,3,0,1
18718,1,4,0,4,5,1,4,4,2,2,4,5,1,0
18730,0,3,1,3,4,0,4,5,3,3,3,5,0,1
18759,0,4,0,4,1,2,5,1,4,4,4,5,1,0
18767,0,3,0,4,2,0,3,3,4,1,3,4,0,1
18771,0,3,0,4,3,0,3,3,4,1,3,3,0,1
18784,0,4,0,4,4,0,3,4,4,4,3,3,0,1
18785,0,4,1,4,5,0,4,5,5,5,4,3,0,1
18804,1,5,0,2,1,1,5,5,3,3,5,5,1,0
18808,0,4,1,3,5,0,5,4,2,3,5,4,0,1
18816,0,4,1,4,4,1,3,2,3,3,5,5,1,0
18817,1,4,0,4,4,1,2,2,2,2,4,1,1,0
18821,1,4,0,4,5,1,5,4,2,2,3,2,1,0
18833,1,0,0,0,5,1,5,5,1,1,5,5,1,0
18844,0,3,0,2,1,2,4,5,3,3,5,1,1,0
18862,0,4,1,4,5,0,5,5,4,4,5,4,0,1
18867,0,3,0,3,3,0,3,3,4,2,3,3,0,1
18871,0,3,0,4,4,0,3,3,4,1,3,2,0,1
18888,0,2,0,2,1,2,2,5,2,2,3,2,1,0
18891,0,3,0,3,3,0,3,3,3,4,3,3,0,1
18892,0,3,0,4,2,0,3,3,3,2,3,3,0,1
18910,0,4,0,4,3,0,4,3,4,4,4,4,0,1
18912,0,4,0,4,2,0,4,4,4,4,4,4,0,1
18913,0,0,0,0,1,2,3,5,3,3,3,2,1,0
18925,0,4,0,4,2,2,3,3,5,4,1,1,1,0
18940,0,1,0,3,5,0,1,1,4,4,1,2,1,0
18946,1,5,0,5,3,2,3,2,3,3,1,2,1,0
18952,0,2,1,2,4,0,4,5,5,5,5,5,0,1
18956,0,4,0,3,3,0,4,4,2,3,4,4,0,1
18958,0,3,0,3,2,0,4,3,3,3,3,5,0,1
18959,0,3,0,3,3,0,3,3,4,3,3,3,0,1
18960,0,3,1,3,4,0,4,5,5,5,5,4,0,1
18961,0,0,1,0,2,1,5,4,4,4,5,4,1,0
18969,0,3,0,3,3,0,3,3,3,4,3,3,0,1
18971,0,4,0,4,4,1,3,4,4,4,3,3,0,1
18980,0,4,0,4,3,1,4,4,3,4,4,4,0,1
18981,0,3,0,3,3,0,3,3,3,3,3,3,0,1
18985,0,5,0,3,3,0,5,5,4,2,5,4,0,1
18986,0,4,0,4,3,2,4,4,4,4,4,5,0,1
18988,1,5,0,5,4,1,4,1,2,2,3,3,1,0
18995,0,2,0,2,4,2,2,1,2,2,2,3,1,0
19014,0,2,0,4,4,0,2,2,4,4,2,2,0,1
19019,0,4,0,4,4,2,1,3,4,4,1,2,1,0
19020,0,4,1,4,4,1,5,4,4,4,2,3,1,0
19028,0,4,1,4,3,1,3,3,5,5,4,5,0,1
19031,0,4,1,4,4,0,4,5,2,2,4,4,0,1
19044,1,4,0,4,4,1,5,4,2,2,3,2,1,0
19057,0,4,0,4,4,1,4,4,4,4,4,4,0,1
19061,1,5,1,5,3,1,4,3,3,3,1,4,1,0
19073,0,5,1,5,1,1,4,4,3,3,5,1,1,0
19090,0,2,0,4,3,0,2,2,5,3,2,2,1,0
19100,0,5,1,5,2,1,5,3,2,2,3,3,1,0
19103,0,3,1,3,5,0,5,5,3,3,4,4,0,1
19105,1,5,0,5,3,1,3,4,5,5,4,2,1,0
19120,0,2,1,2,4,1,5,4,1,5,5,4,1,0
19123,0,0,1,0,3,0,5,4,2,2,5,3,1,0
19125,0,4,0,4,1,0,4,4,4,2,4,4,0,1
19127,0,2,0,5,3,1,2,2,5,5,2,2,1,0
19131,0,3,1,3,5,0,5,4,4,4,5,2,0,1
19133,0,0,1,0,5,0,4,5,2,2,3,4,1,0
19137,0,4,0,4,2,0,3,3,4,4,3,2,0,1
19151,0,4,1,4,3,1,4,4,2,3,4,3,1,0
19154,0,1,0,1,5,0,4,4,2,1,4,4,1,0
19162,0,1,1,4,4,0,3,5,4,4,4,4,0,1
19163,0,4,1,4,5,0,4,1,1,1,1,3,1,0
19167,0,4,1,4,3,0,3,3,5,5,4,4,0,1
19174,0,0,0,0,3,2,3,4,3,3,3,3,1,0
19178,0,4,1,4,5,0,5,4,2,2,4,4,0,1
19183,0,5,0,2,2,0,5,2,2,2,4,1,1,0
19195,0,4,0,4,4,0,4,4,4,1,4,4,0,1
19202,0,2,1,2,1,1,5,4,5,3,4,3,1,0
19206,0,4,0,3,2,0,4,3,4,4,3,4,0,1
19208,1,5,0,5,2,0,3,4,5,5,1,3,1,0
19211,0,1,0,3,4,0,4,1,3,3,4,4,0,1
19220,1,5,0,2,2,1,1,1,3,4,1,0,1,0
19226,0,4,0,4,1,2,1,4,4,4,3,1,1,0
19229,0,3,0,3,5,1,4,3,3,3,3,3,1,0
19237,0,4,0,4,4,1,3,2,4,4,2,2,0,1
19244,1,5,0,4,4,1,4,1,5,4,4,5,1,0
19273,0,4,1,4,4,0,4,4,1,1,4,3,1,0
19277,0,3,0,4,4,0,3,3,3,2,3,3,0,1
19281,0,4,1,4,1,0,4,4,5,4,4,5,0,1
19290,0,2,0,1,1,1,2,2,3,2,2,2,1,0
19311,1,4,0,4,5,1,4,3,3,3,5,5,1,0
19318,0,3,0,3,4,0,3,3,4,4,3,2,0,1
19324,0,3,0,3,4,1,3,5,3,3,4,2,1,0
19325,0,5,0,4,1,0,5,5,4,4,5,4,0,1
19328,1,5,0,5,1,1,3,3,2,3,4,2,1,0
19338,0,4,1,4,4,0,4,3,5,5,3,5,0,1
19343,0,4,0,4,1,0,4,4,3,2,4,4,0,1
19358,0,0,0,0,3,1,2,2,4,3,2,4,1,0
19360,0,5,0,3,3,0,1,3,2,2,2,3,1,0
19361,0,5,1,4,2,1,3,2,5,3,3,2,1,0
19379,0,3,1,3,2,1,1,3,3,3,4,4,1,0
19394,0,2,0,2,3,0,4,5,1,1,4,4,1,0
19406,0,3,1,3,5,1,4,2,3,3,5,4,1,0
19409,0,3,0,3,4,0,4,4,3,3,1,3,0,1
19422,0,4,0,4,4,2,4,2,4,4,1,5,1,0
19426,0,4,0,4,4,0,3,4,3,1,3,3,0,1
19427,0,1,0,3,4,0,2,1,3,3,3,1,1,0
19443,0,4,0,4,3,1,3,2,4,4,2,2,1,0
19453,0,0,1,0,4,0,5,5,5,5,4,2,1,0
19469,1,0,0,0,4,2,4,4,5,2,3,5,1,0
19487,1,5,0,5,2,2,3,3,2,1,2,2,1,0
19493,0,3,0,4,4,0,3,3,3,4,3,3,0,1
19494,0,3,0,3,3,1,4,3,3,3,4,4,0,1
19500,0,4,0,3,3,0,4,4,3,4,4,4,0,1
19508,0,3,0,3,4,0,3,3,3,3,4,4,0,1
19518,1,4,0,4,4,1,4,4,3,3,5,3,1,0
19527,0,0,0,1,1,0,2,2,2,3,2,2,1,0
19529,1,0,0,0,4,2,4,3,1,1,5,2,1,0
19532,0,3,0,3,3,0,3,3,3,3,4,4,0,1
19539,0,5,0,4,1,2,4,4,5,5,2,2,0,1
19547,0,4,0,4,3,1,3,2,4,4,4,5,0,1
19552,1,5,0,5,4,1,4,3,5,5,1,2,1,0
19567,0,5,1,5,5,1,2,5,2,3,1,2,1,0
19573,1,4,0,4,3,1,2,2,4,3,2,4,1,0
19575,0,5,1,5,5,1,1,4,1,2,1,1,1,0
19578,0,4,1,4,3,0,4,5,4,4,3,3,0,1
19579,1,5,0,5,3,1,2,1,5,3,5,1,1,0
19593,1,4,0,3,3,1,5,2,1,1,5,3,1,0
19596,0,4,0,4,2,1,2,2,3,3,2,3,1,0
19599,0,1,0,4,1,0,3,3,4,1,3,4,1,0
19607,0,4,0,4,3,1,3,4,4,4,1,1,1,0
19622,0,2,0,4,4,0,2,2,4,4,2,2,0,1
19626,0,2,1,2,3,0,5,5,5,4,5,4,0,1
19628,0,2,1,2,4,2,4,3,2,2,4,4,1,0
19633,0,3,0,3,4,1,3,3,4,4,3,3,0,1
19672,0,3,1,3,5,0,5,5,2,2,5,5,0,1
19684,0,3,0,3,3,0,3,3,3,3,3,3,0,1
19688,0,0,1,0,2,1,1,3,5,5,5,4,1,0
19692,1,3,0,5,5,0,4,5,4,5,4,3,0,1
19729,0,3,0,3,2,1,4,4,4,4,4,4,0,1
19734,0,4,0,4,4,0,4,3,4,4,3,3,0,1
19735,1,5,0,5,3,1,5,5,3,3,4,2,1,0
19741,1,5,0,5,3,1,4,5,5,5,1,2,1,0
19742,0,4,0,3,2,0,4,4,4,2,4,3,0,1
19743,0,2,0,3,3,1,2,2,5,4,2,2,1,0
19765,0,4,0,4,1,0,3,4,3,3,3,3,0,1
19770,0,3,0,4,3,0,3,3,3,3,3,3,0,1
19773,0,4,0,3,4,0,4,4,3,4,4,4,0,1
19786,0,0,0,0,2,2,2,4,2,2,2,1,1,0
19788,0,4,1,4,5,0,4,4,3,3,3,4,0,1
19789,1,0,0,0,2,1,3,3,2,2,3,3,1,0
19802,1,4,0,4,2,1,4,4,3,3,4,4,1,0
19807,1,0,0,0,5,1,4,5,5,5,5,3,1,0
19816,0,3,1,3,4,1,5,5,4,5,4,5,0,1
19819,1,4,0,2,4,0,3,3,3,2,3,5,1,0
19821,0,4,0,4,2,1,3,4,4,4,2,4,0,1
19827,0,0,1,0,3,2,5,2,5,5,3,1,1,0
19828,0,3,0,3,3,1,3,4,3,3,4,4,0,1
19834,0,2,0,1,2,0,5,5,2,1,5,5,1,0
19837,0,4,0,4,4,1,4,3,4,4,1,2,0,1
19853,0,4,1,4,5,0,5,5,3,3,5,5,0,1
19865,1,0,0,0,4,1,4,3,4,4,4,1,1,0
19885,0,4,0,4,4,0,4,4,3,3,4,4,0,1
19888,0,0,1,0,4,0,4,4,1,1,5,4,1,0
19893,0,1,1,1,5,0,4,4,5,5,5,4,0,1
19898,0,4,0,4,2,0,3,2,4,4,4,1,0,1
19912,0,4,0,4,3,1,1,1,5,4,1,3,1,0
19913,1,4,0,4,5,1,4,4,5,5,4,3,1,0
19915,0,4,0,4,1,0,4,4,4,1,4,4,0,1
19924,0,2,0,4,3,0,3,3,2,4,4,5,0,1
19928,0,4,0,2,2,0,4,4,2,3,4,4,0,1
19937,0,3,0,3,2,1,3,4,3,3,4,5,0,1
19941,1,5,0,5,1,1,4,4,1,1,2,4,1,0
19953,0,3,0,4,4,0,4,3,3,1,4,4,0,1
19962,0,4,0,3,1,1,4,4,3,3,4,4,0,1
19966,0,4,0,3,2,0,3,4,4,2,3,3,0,1
19995,0,3,0,3,5,1,3,4,3,3,1,5,1,0
20012,0,3,0,3,2,0,4,4,3,3,4,4,0,1
20022,0,4,0,4,1,2,4,3,4,4,4,5,0,1
20039,1,5,0,5,4,1,3,3,1,1,2,1,1,0
20052,1,4,0,4,3,1,5,5,5,5,3,5,1,0
20054,0,4,1,4,4,0,4,3,1,1,4,2,1,0
20064,1,4,0,1,3,1,3,3,5,5,1,4,1,0
20070,0,4,0,4,1,1,4,1,4,4,2,2,1,0
20086,0,0,0,0,2,1,1,4,2,2,4,4,1,0
20097,0,0,0,4,1,0,3,3,1,3,3,3,1,0
20123,0,2,1,2,3,0,5,5,5,5,4,5,0,1
20133,0,3,0,3,1,2,4,2,3,3,5,3,1,0
20148,0,0,1,0,5,0,4,4,3,3,4,3,1,0
20149,1,5,0,5,3,1,4,4,2,2,3,3,1,0
20165,0,4,0,4,4,1,4,3,4,4,2,4,0,1
20172,0,3,0,4,2,0,3,3,4,3,3,2,0,1
20175,0,4,1,4,3,1,4,5,4,4,3,5,0,1
20181,0,3,0,4,3,0,3,3,4,1,3,3,0,1
20195,0,0,0,1,1,0,5,5,1,1,5,4,1,0
20196,1,5,0,5,5,1,5,5,3,3,4,2,1,0
20198,0,0,1,0,3,0,4,5,1,1,3,2,1,0
20207,0,0,0,0,4,2,5,4,1,1,1,4,1,0
20211,0,0,1,0,4,0,4,4,2,4,4,3,1,0
20214,0,4,0,3,2,1,4,4,4,3,4,4,0,1
20221,0,4,0,3,1,1,4,4,3,4,4,4,0,1
20238,0,4,0,4,3,0,4,4,3,1,4,3,0,1
20245,1,0,0,4,3,0,1,1,3,1,1,0,1,0
20248,0,3,0,3,4,0,4,4,3,3,3,5,0,1
20249,0,4,1,4,3,0,5,5,4,4,4,4,0,1
20252,0,0,0,5,3,0,1,1,5,5,1,1,1,0
20257,0,4,0,4,2,1,4,4,4,4,1,3,0,1
20271,0,4,1,4,5,0,5,5,4,4,5,5,0,1
20274,1,5,0,4,3,0,1,3,5,5,1,5,1,0
20278,0,3,0,2,5,0,4,5,1,1,3,5,1,0
20291,0,3,0,4,1,0,4,3,3,1,4,4,0,1
20294,1,5,0,5,5,1,4,4,1,1,4,5,1,0
20301,0,3,0,4,3,0,3,3,3,4,3,3,0,1
20307,0,4,1,4,5,0,4,5,1,1,3,3,1,0
20324,0,1,1,5,5,0,4,5,5,5,3,5,0,1
20335,0,4,1,4,5,1,2,5,5,5,3,1,1,0
20356,0,0,1,0,5,0,4,4,2,2,5,4,1,0
20357,0,4,0,2,4,0,4,4,2,3,4,4,0,1
20359,0,5,1,5,2,1,1,1,4,4,5,1,1,0
20372,1,4,0,4,4,1,4,5,5,5,4,2,1,0
20376,0,4,1,4,3,0,5,5,2,5,3,3,0,1
20377,0,0,1,0,4,0,5,4,3,4,4,2,1,0
20387,0,0,0,5,2,0,2,2,2,2,2,2,1,0
20390,1,5,0,5,1,1,4,5,4,4,3,5,1,0
20391,1,5,0,5,3,1,3,3,5,2,3,5,1,0
20395,0,3,1,3,3,1,5,5,5,5,5,4,0,1
20401,0,3,1,3,4,0,5,5,5,5,4,2,0,1
20410,0,0,1,0,5,1,4,3,1,1,2,1,1,0
20443,0,4,0,4,4,0,4,4,4,4,2,5,0,1
20450,0,3,0,3,2,0,3,3,4,4,3,3,0,1
20457,0,3,0,3,3,0,3,3,3,3,3,4,0,1
20470,0,4,1,4,4,0,4,5,1,1,5,4,1,0
20473,0,4,0,4,1,0,3,3,4,4,3,3,0,1
20477,0,0,0,0,4,1,5,5,5,5,2,1,1,0
20484,0,4,1,4,3,0,4,5,1,1,3,5,1,0
20486,0,5,1,5,3,1,5,4,1,2,3,1,1,0
20489,0,0,0,5,3,0,1,1,1,5,1,1,1,0
20493,0,4,1,3,5,1,1,1,5,5,3,3,1,0
20499,0,4,0,1,1,2,4,4,5,4,4,4,1,0
20508,0,3,1,4,4,0,4,4,3,3,3,4,0,1
20517,0,3,0,4,4,0,3,3,3,2,3,3,0,1
20519,0,4,0,3,4,1,4,4,3,1,4,4,0,1
20520,0,5,1,5,3,1,4,2,5,5,2,1,1,0
20524,0,3,0,3,1,0,3,3,4,4,3,3,0,1
20527,0,4,0,3,3,0,4,4,4,3,4,4,0,1
20532,0,4,0,3,3,0,4,4,3,4,4,4,0,1
20562,0,3,0,1,3,0,2,2,5,1,2,2,1,0
20574,1,4,0,4,4,1,2,2,5,3,2,4,1,0
20577,0,4,1,4,4,0,4,4,3,3,5,2,0,1
20581,0,5,1,5,3,1,1,1,3,2,3,3,1,0
20582,0,4,0,3,2,0,4,4,1,1,4,4,1,0
20583,0,4,0,4,3,0,4,4,3,2,4,4,0,1
20587,0,4,1,4,5,1,4,2,3,3,3,3,1,0
20596,0,4,0,4,3,1,4,3,5,5,2,5,0,1
20604,0,3,0,2,3,0,3,3,3,4,3,3,0,1
20606,0,4,0,4,1,1,1,5,4,4,2,4,1,0
20608,0,2,0,3,1,0,3,3,3,3,1,4,1,0
20609,0,3,0,3,2,1,1,5,4,4,4,1,1,0
20610,0,4,0,4,2,2,1,1,4,4,2,2,1,0
20620,0,5,1,5,3,1,2,3,1,1,4,2,1,0
20622,0,3,0,3,1,0,4,3,3,3,3,5,0,1
20627,0,3,0,3,2,0,4,3,3,3,3,3,0,1
20630,1,0,0,0,4,1,4,4,2,2,4,5,1,0
20647,1,4,0,5,3,1,4,5,3,3,4,3,1,0
20653,1,4,0,4,3,2,4,4,3,3,3,4,1,0
20655,0,3,0,1,4,0,4,4,2,1,4,4,1,0
20656,0,4,1,3,1,1,4,4,5,5,2,1,1,0
20669,0,4,1,4,3,0,5,4,4,3,5,5,0,1
20698,0,4,1,4,4,0,4,5,3,1,3,3,1,0
20709,0,3,0,3,4,1,4,4,2,4,4,3,0,1
20713,0,3,0,4,2,0,3,3,3,4,3,3,0,1
20725,0,0,1,0,3,0,5,5,3,3,4,5,1,0
