,Type of Travel,Inflight wifi service,Customer Type,Online boarding,Checkin service,Class,Inflight service,Baggage handling,Seat comfort,Cleanliness,On-board service,Leg room service,True_Y,Predicted_Y_AdaBoost
23276,0,2,1,2,4,0,5,4,2,2,3,3,1,0
23290,1,0,0,0,4,1,4,4,2,2,3,3,1,0
23298,0,1,0,2,2,0,4,4,2,5,4,4,1,0
23305,1,4,0,4,4,1,5,5,4,2,5,4,0,1
23314,0,5,0,4,2,1,3,4,5,5,2,4,0,1
23327,0,3,0,1,1,0,3,3,2,3,3,3,1,0
23356,0,4,1,4,2,2,3,2,5,5,5,4,0,1
23360,0,2,0,3,3,0,3,4,3,3,3,4,1,0
23367,1,4,0,4,2,1,3,4,2,1,4,3,1,0
23372,0,4,0,3,2,0,4,4,3,3,4,4,0,1
23373,1,0,0,0,3,1,5,4,3,3,3,2,1,0
23374,1,4,0,4,5,1,5,5,4,4,5,5,0,1
23376,0,4,1,4,4,0,5,4,5,5,3,2,0,1
23378,0,4,0,4,2,1,4,3,4,4,2,2,1,0
23400,0,3,0,4,3,0,3,3,4,3,3,3,0,1
23459,0,4,1,5,4,0,3,4,4,4,2,4,0,1
23499,0,1,0,2,5,0,4,5,2,2,5,3,1,0
23508,0,4,1,4,4,0,5,4,1,1,4,5,0,1
23523,0,4,0,3,3,0,4,4,4,1,4,4,0,1
23543,0,2,0,4,4,0,2,2,4,2,2,2,0,1
23546,1,1,0,5,5,1,5,5,5,5,4,4,0,1
23574,0,2,0,4,3,0,2,2,4,3,2,2,0,1
23584,0,2,0,3,1,0,4,4,4,5,4,5,1,0
23587,0,2,0,4,4,0,3,2,4,3,3,3,0,1
23589,1,5,0,0,5,1,2,5,3,3,4,4,1,0
23603,1,4,0,3,2,1,3,3,3,1,3,4,1,0
23619,0,2,0,2,4,0,4,4,2,4,4,4,1,0
23626,1,4,0,4,3,1,4,5,5,5,5,3,1,0
23629,0,5,0,4,2,1,4,3,5,5,1,1,0,1
23633,0,3,0,2,2,1,3,3,3,1,3,3,1,0
23635,1,4,0,4,5,1,4,5,4,4,4,4,0,1
23640,0,2,0,1,5,0,3,3,5,3,3,4,1,0
23641,0,1,0,3,3,0,4,4,4,3,4,4,1,0
23649,0,3,0,4,2,0,3,3,3,1,3,3,0,1
23657,1,4,0,4,3,1,5,5,4,3,5,4,0,1
23660,0,4,1,5,4,1,4,4,4,4,4,2,0,1
23663,0,4,1,4,3,1,3,1,2,2,2,1,1,0
23668,0,2,0,2,3,2,3,1,2,2,3,1,1,0
23669,0,4,0,2,3,0,2,2,2,4,2,2,1,0
23672,0,2,0,4,3,0,3,4,2,4,3,4,0,1
23677,0,4,0,4,1,1,2,2,4,4,4,3,0,1
23681,0,3,0,4,1,0,2,3,4,4,2,2,0,1
23694,0,2,0,1,1,0,4,4,2,2,4,5,1,0
23696,0,1,0,3,4,0,4,4,3,3,3,4,1,0
23700,1,4,0,3,5,1,4,4,3,3,3,3,1,0
23713,1,5,0,1,4,0,1,1,2,4,1,5,1,0
23744,0,3,0,4,4,0,3,3,4,2,3,3,0,1
23747,0,1,0,4,4,0,1,1,3,4,1,1,0,1
23757,1,4,0,4,3,1,1,1,5,5,1,4,1,0
23758,0,4,1,4,5,1,4,5,1,1,5,1,1,0
23761,1,5,0,2,2,1,1,1,2,1,1,5,1,0
23789,0,4,0,3,4,0,4,4,4,4,4,4,0,1
23802,0,2,0,4,3,0,1,2,3,4,1,1,0,1
23807,1,4,0,4,4,1,3,3,3,4,3,4,1,0
23808,0,4,1,4,5,1,5,4,2,2,4,2,1,0
23809,0,4,1,2,2,0,4,5,2,2,3,4,1,0
23811,0,4,0,4,3,1,3,3,4,4,1,2,1,0
23813,0,4,0,3,1,0,4,4,3,4,4,4,0,1
23815,0,4,0,4,1,0,4,4,4,3,4,4,0,1
23819,0,4,0,3,1,0,4,4,3,2,4,4,0,1
23826,1,4,0,4,3,1,3,4,2,2,3,3,1,0
23838,0,2,0,4,1,0,2,2,3,4,2,3,0,1
23858,0,3,0,4,2,0,3,3,4,1,3,3,0,1
23905,0,2,0,4,3,0,2,2,4,2,2,2,0,1
23915,0,4,0,4,1,1,1,1,4,4,4,2,0,1
23916,0,4,0,4,2,1,1,1,4,4,3,3,1,0
23931,0,2,0,4,2,0,2,2,3,4,2,2,0,1
23957,0,3,0,2,3,0,5,5,1,1,5,2,1,0
23959,0,4,0,4,2,1,4,3,5,5,2,2,0,1
23961,0,1,0,3,5,0,1,4,3,3,3,3,1,0
23967,0,4,1,4,4,0,5,5,3,3,5,2,0,1
23975,0,3,0,4,1,0,3,3,3,3,3,3,0,1
23984,0,2,0,3,4,0,4,4,4,1,4,4,1,0
23995,0,2,0,2,1,0,1,5,2,2,2,5,1,0
23999,0,3,0,4,2,0,1,3,3,2,1,1,0,1
24012,1,4,0,4,4,2,4,5,3,3,2,2,1,0
24017,0,2,0,4,1,0,2,2,4,4,2,2,0,1
24020,0,3,1,4,5,0,5,5,5,2,5,4,0,1
24029,0,4,0,4,3,2,3,4,4,4,3,5,0,1
24033,0,2,0,4,1,0,2,2,4,2,2,2,0,1
24036,0,1,0,2,2,0,4,4,1,4,4,4,1,0
24059,0,4,1,3,4,0,5,5,2,4,5,2,1,0
24064,0,4,0,4,1,1,4,1,4,4,2,2,1,0
24067,0,4,1,4,4,1,2,1,1,1,4,5,0,1
24083,1,3,0,5,5,1,1,4,5,5,4,5,0,1
24087,0,3,0,5,2,1,3,3,2,4,3,3,1,0
24104,0,2,1,2,5,0,5,4,3,4,5,4,1,0
24115,0,5,0,4,4,1,3,4,4,5,3,5,0,1
24125,0,2,0,4,2,0,3,2,3,3,3,3,0,1
24145,0,4,0,4,1,1,1,1,3,4,2,3,1,0
24149,0,2,0,3,3,0,3,3,4,4,3,3,1,0
24229,0,2,0,4,1,0,2,2,3,2,2,2,0,1
24245,1,4,0,4,4,1,5,5,4,3,5,4,0,1
24247,0,4,1,4,1,1,4,3,2,2,3,4,1,0
24258,1,4,0,4,5,1,4,5,4,4,4,4,0,1
24266,0,3,1,4,4,0,5,5,1,1,4,3,0,1
24267,0,2,0,4,2,0,2,2,3,2,2,2,0,1
24271,0,4,0,4,4,1,3,1,4,4,1,2,1,0
24290,1,4,0,4,4,1,4,4,1,1,4,4,1,0
24291,1,4,0,0,4,1,2,3,2,2,4,1,1,0
24294,0,3,0,4,4,1,3,3,5,4,3,3,1,0
24301,0,3,1,3,5,0,4,5,4,4,3,3,1,0
24307,0,4,0,3,4,0,4,4,4,1,4,4,0,1
24313,0,4,1,4,2,1,4,3,1,1,4,5,0,1
24319,1,4,0,5,1,1,5,4,3,3,5,2,1,0
24321,0,3,0,3,5,2,4,4,3,3,1,5,1,0
24325,1,4,0,4,2,1,4,2,5,5,4,4,1,0
24332,1,4,0,3,3,1,3,3,4,1,3,4,1,0
24336,0,4,1,3,1,1,3,1,4,4,2,3,1,0
24346,0,2,0,4,3,0,3,2,4,1,3,3,0,1
24351,0,4,0,4,2,0,2,3,4,4,1,5,0,1
24358,0,4,0,2,1,0,4,4,1,3,4,4,0,1
24363,0,3,0,4,3,0,3,3,3,3,3,3,0,1
24385,0,4,0,2,2,2,4,4,5,1,4,4,1,0
24391,1,4,0,4,3,1,4,5,5,5,5,3,1,0
24404,0,4,0,2,3,1,3,3,4,3,3,4,1,0
24405,0,4,1,4,1,1,1,1,2,2,3,1,1,0
24430,0,4,1,4,5,0,4,3,4,4,2,4,0,1
24436,0,4,0,4,3,0,4,4,4,4,4,1,0,1
24448,0,4,1,4,4,0,5,4,4,4,4,4,0,1
24449,0,3,0,4,2,0,3,3,3,2,3,3,0,1
24454,1,5,0,1,1,1,2,2,4,4,2,5,1,0
24460,1,4,0,4,3,1,4,3,4,4,1,2,1,0
24467,0,4,1,4,5,0,4,5,2,2,4,4,0,1
24480,0,2,0,4,2,0,2,2,3,3,2,3,0,1
24486,0,4,0,3,1,0,4,4,3,1,4,4,0,1
24497,0,4,0,4,3,0,3,3,4,4,4,2,0,1
24503,1,4,0,4,3,1,5,4,1,1,3,5,1,0
24514,0,4,0,4,1,1,3,3,4,4,1,1,1,0
24522,1,5,0,2,2,1,1,1,5,5,1,0,1,0
24531,0,4,0,4,4,1,1,3,4,4,3,1,1,0
24538,0,2,0,3,5,0,4,4,4,4,3,5,1,0
24556,0,4,0,4,1,0,3,4,4,4,2,3,0,1
24568,0,2,0,4,3,0,2,2,3,4,2,2,0,1
24573,1,4,0,4,4,1,3,4,3,3,4,2,1,0
24604,0,4,0,1,1,1,4,4,4,3,4,4,1,0
24611,0,4,0,4,2,0,4,4,3,2,4,3,0,1
24620,0,3,0,3,3,2,3,1,3,3,2,3,1,0
24624,1,5,0,2,2,1,4,4,2,2,5,4,1,0
24635,0,4,1,4,2,1,5,3,3,3,2,4,1,0
24652,0,4,0,2,1,0,3,3,1,3,3,3,1,0
24653,0,1,0,3,3,0,4,4,4,5,4,4,1,0
24656,0,4,0,3,3,2,4,4,3,1,4,4,1,0
24665,0,2,0,4,3,0,2,2,4,2,2,2,0,1
24666,0,1,0,3,5,0,3,3,5,3,3,3,1,0
24679,0,4,0,4,1,1,4,4,3,4,4,4,0,1
24696,0,4,1,4,3,1,5,4,3,3,2,5,1,0
24699,0,3,0,4,2,0,3,2,3,3,4,2,0,1
24712,0,1,0,3,5,0,3,3,5,1,3,3,1,0
24713,0,3,0,4,3,0,3,3,4,2,3,4,0,1
24723,0,1,0,4,4,0,1,1,4,2,1,2,0,1
24749,0,4,1,4,4,0,4,4,3,3,3,2,1,0
24751,0,3,0,4,3,1,3,3,4,2,3,3,1,0
24759,0,4,0,4,3,1,4,2,4,4,1,1,1,0
24760,0,3,0,4,4,0,4,4,3,3,1,4,0,1
24767,0,1,0,1,2,0,4,4,2,4,4,4,1,0
24775,0,2,0,3,2,0,1,1,4,1,1,2,1,0
24778,0,2,0,4,1,0,2,2,3,3,2,2,0,1
24789,0,4,0,4,4,1,4,3,2,4,1,5,0,1
24812,0,3,0,1,3,0,4,4,4,2,4,4,1,0
24815,0,1,0,2,4,0,4,5,2,2,3,5,1,0
24825,0,4,1,4,5,1,5,5,1,1,3,2,1,0
24834,0,2,0,4,4,0,2,2,4,1,2,2,0,1
24839,0,4,0,2,5,2,4,4,2,3,4,4,1,0
24840,1,5,0,4,4,2,2,3,4,2,3,1,1,0
24846,0,4,0,3,2,0,4,4,3,3,4,4,0,1
24871,1,4,0,5,5,1,3,3,5,3,3,4,0,1
24883,0,3,0,4,3,0,3,3,4,3,3,2,0,1
24891,0,3,0,4,3,0,3,3,4,1,3,3,0,1
24902,1,4,0,3,4,1,4,4,4,4,4,4,1,0
24907,0,4,0,4,3,1,2,3,4,4,3,1,1,0
24912,0,4,1,4,3,0,3,2,5,5,3,4,0,1
24914,0,1,0,1,3,0,3,3,2,5,3,3,1,0
24943,0,3,0,4,1,0,3,3,4,3,3,3,0,1
24956,0,1,0,2,3,0,4,4,3,5,4,4,1,0
24959,0,4,0,2,1,1,4,4,2,1,4,4,1,0
24962,0,2,0,4,2,0,2,2,3,1,2,3,0,1
24983,0,2,0,3,3,0,4,4,4,5,4,4,1,0
25000,0,2,0,2,2,0,4,4,2,5,4,4,1,0
25018,0,3,0,1,1,0,3,3,5,5,3,3,1,0
25029,0,4,0,1,2,2,4,4,3,4,4,4,1,0
25046,0,2,1,2,5,1,1,3,3,3,1,1,1,0
25055,0,3,0,4,3,2,3,3,2,4,3,3,1,0
25064,1,4,0,4,3,1,5,5,3,4,5,4,0,1
25066,0,4,0,4,4,0,4,4,4,4,4,5,0,1
25076,0,1,0,4,4,0,1,1,3,3,1,1,0,1
25080,1,4,0,5,5,1,4,4,5,5,3,4,0,1
25100,0,3,0,1,5,0,3,3,3,3,3,3,1,0
25102,0,4,0,1,2,0,4,4,2,2,4,4,0,1
25107,0,4,1,4,5,1,1,5,2,5,5,5,0,1
25112,0,2,0,2,3,1,5,2,2,2,1,2,1,0
25143,0,3,0,4,2,0,3,3,3,3,3,3,0,1
25149,0,2,0,3,1,0,3,2,4,4,4,4,1,0
25154,0,4,0,2,2,0,4,4,2,2,3,1,1,0
25157,0,4,1,4,2,1,4,5,4,4,4,3,1,0
25194,0,1,0,2,5,0,2,2,2,3,2,2,1,0
25196,0,5,0,2,3,0,5,5,2,3,5,4,0,1
25209,0,1,0,3,3,0,4,4,4,5,4,4,1,0
25218,0,4,1,4,4,0,5,5,4,4,3,5,0,1
25234,0,4,0,3,3,1,4,4,5,3,4,4,1,0
25237,0,5,0,5,5,0,1,4,5,5,5,3,0,1
25241,1,4,0,4,4,1,3,3,4,3,3,4,1,0
25244,0,4,0,4,4,2,4,3,4,4,4,2,0,1
25245,0,4,1,5,1,0,3,3,4,4,1,1,0,1
25253,0,4,0,4,4,1,4,4,4,4,3,1,1,0
25255,0,4,1,3,2,1,2,2,2,2,3,1,1,0
25256,0,4,0,4,4,0,3,3,4,4,3,4,0,1
25257,1,0,0,2,3,1,1,1,3,2,1,0,1,0
25261,1,4,0,4,2,1,4,3,3,3,4,1,1,0
25287,0,2,1,2,4,0,5,4,2,5,5,5,1,0
25288,0,3,0,2,4,0,5,4,2,2,4,2,1,0
25298,0,4,0,3,2,2,4,4,5,4,4,4,1,0
25308,0,4,0,4,4,0,4,4,4,3,4,4,0,1
25310,1,4,0,4,1,1,1,3,1,1,5,5,1,0
25315,0,4,1,4,2,1,4,3,3,5,4,5,0,1
25328,1,4,0,3,5,1,5,4,2,2,3,4,1,0
25338,0,4,0,4,3,1,2,2,5,5,1,3,0,1
25339,0,4,0,4,2,1,4,4,4,4,4,4,0,1
25360,1,0,0,0,3,1,3,1,5,3,1,1,1,0
25371,1,0,0,0,4,1,3,4,5,5,3,3,1,0
25389,0,4,0,3,3,0,4,4,3,1,4,4,0,1
25395,0,2,0,1,3,0,4,4,4,1,4,4,1,0
25426,0,4,1,4,2,1,5,2,4,4,2,5,1,0
25427,0,4,1,4,2,1,2,3,5,2,4,4,0,1
25433,0,4,0,4,1,1,3,3,4,4,3,3,1,0
25435,0,4,0,3,4,1,4,4,4,2,4,4,1,0
25441,0,4,1,3,4,0,4,5,4,3,4,4,1,0
25483,0,4,1,4,4,1,4,3,2,2,4,4,0,1
25486,0,4,1,4,4,1,5,4,5,5,4,5,0,1
25487,0,2,0,3,1,0,4,4,1,1,4,4,1,0
25501,1,4,0,4,4,1,4,4,2,2,2,3,1,0
25506,0,3,0,2,4,0,4,4,2,5,4,4,1,0
25512,0,0,0,1,1,2,3,4,4,0,2,1,0,1
25525,0,3,0,4,2,0,3,3,3,1,3,3,0,1
25529,0,5,0,3,1,0,5,5,3,3,5,4,0,1
25555,0,2,0,4,3,0,2,2,3,3,2,2,0,1
25557,0,4,0,4,3,0,4,4,4,2,4,4,0,1
25559,1,4,0,4,2,1,1,4,2,2,1,2,1,0
25564,0,4,1,4,4,0,5,2,5,5,2,4,0,1
25574,1,4,0,4,4,1,3,5,4,4,4,4,1,0
25626,1,4,0,4,1,1,4,3,2,2,4,5,1,0
25638,0,2,0,2,2,1,4,5,2,2,3,3,1,0
25655,0,4,1,4,4,0,4,3,5,5,4,5,0,1
25667,0,4,1,4,4,0,4,4,1,1,5,3,0,1
25671,0,4,1,4,5,1,2,4,2,2,5,2,1,0
25713,0,2,0,3,2,0,4,4,3,1,4,4,1,0
25727,0,4,1,4,4,1,3,4,5,5,4,2,1,0
25738,0,4,1,5,1,1,3,2,3,5,2,2,1,0
25740,1,4,0,3,3,1,4,4,3,1,4,3,1,0
25771,0,2,1,5,5,0,5,5,5,5,2,4,0,1
25780,0,4,1,4,5,0,2,4,4,4,3,3,1,0
25784,0,3,0,4,3,0,3,3,3,1,3,3,0,1
25785,0,4,1,4,4,0,5,5,2,2,5,3,0,1
25790,0,3,0,4,2,0,3,3,4,2,3,3,0,1
25810,0,1,0,3,5,0,5,4,3,3,3,5,1,0
25827,0,4,1,4,4,0,5,4,4,2,5,5,0,1
25835,1,5,0,3,4,2,3,3,4,4,3,5,1,0
25849,0,4,1,4,3,1,5,5,3,3,3,3,1,0
25863,0,2,0,4,2,0,2,2,4,1,2,2,0,1
25869,1,4,0,4,5,1,5,4,1,1,5,3,1,0
25893,0,1,0,4,4,0,1,1,4,2,1,1,0,1
25906,0,4,1,3,5,0,4,5,4,4,3,5,1,0
25907,0,1,0,4,3,0,1,1,4,3,1,1,0,1
25911,0,2,0,4,4,0,3,2,3,4,3,2,0,1
25917,1,5,0,3,1,0,3,3,5,2,3,1,1,0
25924,0,4,0,4,3,1,4,2,4,4,3,2,1,0
25925,0,2,0,3,5,0,5,5,3,3,4,2,1,0
25934,0,1,0,4,3,0,1,1,4,3,1,1,0,1
25939,0,1,0,3,1,0,4,4,1,5,4,4,1,0
25945,0,3,0,4,3,1,1,1,3,3,1,3,1,0
25954,0,4,0,4,3,0,4,2,4,4,3,5,0,1
25960,0,4,1,4,5,1,4,5,1,1,4,4,0,1
25965,1,4,0,5,4,1,5,5,4,4,5,4,0,1
